lng,lat,maydoni,xonalar_soni,kv_qavat,qavatlar_soni,tuman,manzil,narxi
69.3548004,41.3606566,78.0,4,1,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Ялангач",49994
69.2773236,41.3197131,38.0,1,3,4,Yunusobod,"город Ташкент, Yunusobod район, Кашгар",48499
69.2773236,41.3197131,60.0,2,9,9,Yunusobod,"город Ташкент, Yunusobod район, Кашгар",50000
69.303611,41.322142,50.0,2,3,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Аккурган",51500
69.2844444,41.3188889,62.0,2,9,9,Yunusobod,"город Ташкент, Yunusobod район, Олой Бозори",52000
69.2922234,41.3104865,61.0,2,9,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",56500
69.2892434,41.3171406,45.0,1,5,18,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Олой",57000
69.2892434,41.3171406,77.0,3,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Олой",65500
69.2773236,41.3245206,68.0,3,3,4,Yunusobod,"город Ташкент, Yunusobod район, Киёт",68000
69.303611,41.322142,73.0,3,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Аккурган",68000
69.2803036,41.3298867,60.0,2,1,9,Yunusobod,"город Ташкент, Yunusobod район, Минор",70500
69.2773236,41.3197131,83.0,4,2,4,Yunusobod,"город Ташкент, Yunusobod район, Кашгар",71000
69.2773236,41.3197131,87.0,4,3,4,Yunusobod,"город Ташкент, Yunusobod район, Кашгар",72500
69.2773236,41.3197131,80.0,3,2,4,Yunusobod,"город Ташкент, Yunusobod район, Кашгар",72500
69.2922234,41.3104865,70.0,3,1,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",72500
69.2773236,41.3197131,90.0,4,2,4,Yunusobod,"город Ташкент, Yunusobod район, Кашгар",78000
69.2803036,41.3298867,88.0,4,4,4,Yunusobod,"город Ташкент, Yunusobod район, Минор",78000
69.2922234,41.3104865,73.0,3,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",78000
69.2803036,41.3298867,82.0,4,3,4,Yunusobod,"город Ташкент, Yunusobod район, Минор",81000
69.2922234,41.3104865,42.0,2,2,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",81000
69.3013967,41.3200874,100.0,3,6,6,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Дархан",84000
69.2922234,41.3104865,110.0,4,3,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",88000
69.2922234,41.3104865,80.0,3,3,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",111000
69.2773236,41.3197131,80.0,4,3,4,Yunusobod,"город Ташкент, Yunusobod район, Кашгар",94000
69.3689542,41.3326551,90.0,3,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 3-й квартал",50000
69.3228615,41.3146381,75.0,3,8,9,Yashnobod,"город Ташкент, Yashnobod район, Паркент",40000
69.303611,41.322142,70.0,3,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Аккурган",46500
69.3057451,41.2788072,65.0,3,4,4,Mirobod,"город Ташкент, Mirobod район, Ферганская",38500
69.3585936,41.3550649,100.0,5,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Феруза-2",48000
69.2177228,41.2916859,53.0,2,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",41500
69.2773236,41.3245206,80.0,3,4,4,Yunusobod,"город Ташкент, Yunusobod район, Киёт",62000
69.2058023,41.2894422,63.0,2,5,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",39500
69.2177228,41.2916859,56.0,2,5,12,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",38500
69.3607599,41.292043,70.0,2,2,4,Yashnobod,"город Ташкент, Yashnobod район, Тузель 2-й квартал",37000
69.2701272,41.3112269,45.0,2,2,4,Chilonzor,"город Ташкент, Chilonzor район, Шарк",35000
69.3041431,41.3776023,70.0,3,4,4,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 15-й квартал",46200
69.2771853,41.374408,92.0,4,5,5,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 9-й квартал",41500
69.2527386,41.3289182,80.0,3,2,8,Shayhontohur,"город Ташкент, Shayhontohur район, Жангох",86000
69.1986902,41.3693776,52.0,2,1,5,Olmzor,"город Ташкент, Olmzor район, Бешкурган 2-й квартал",35000
69.3049768,41.2799769,100.0,4,2,4,Mirobod,"город Ташкент, Mirobod район, Чимкент",110000
69.2856753,41.3052026,97.0,2,6,8,Yashnobod,"город Ташкент, Yashnobod район, Истикбол",155000
69.2052868,41.2753331,29.0,1,3,4,Chilonzor,"город Ташкент, Chilonzor район, проспект Бунёдкор",30000
69.2937133,41.2758912,115.0,2,7,8,Mirobod,"город Ташкент, Mirobod район, Фаровон",160000
69.3013967,41.3200874,120.0,4,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Дархан",100000
69.2922234,41.3104865,60.0,2,3,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак Йули",102000
69.275364,41.295316,112.0,4,4,9,Mirobod,"город Ташкент, Mirobod район, Госпитальный",87000
69.2475235,41.3333453,96.0,3,4,7,Shayhontohur,"город Ташкент, Shayhontohur район, Себзар",110000
69.3323894,41.3462538,56.0,2,1,2,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Навнихол",35000
69.2873919,41.3507755,33.0,1,2,4,Yunusobod,"город Ташкент, Yunusobod район, Шахристанская",24300
69.2074731,41.2950648,29.0,1,3,4,Chilonzor,"город Ташкент, Chilonzor район, 1-й проезд Катартал",30000
69.1730881,41.2937955,60.0,2,1,9,Uchtepa,"город Ташкент, Uchtepa район, Фозилтепа улица",28000
69.2087824,41.2948119,45.0,2,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",37000
69.2830443,41.2930698,42.0,1,7,9,Mirobod,"город Ташкент, Mirobod район, Массив Госпитальный",45000
69.2730715,41.2983828,65.0,2,4,9,Mirobod,"город Ташкент, Mirobod район, Айбека (пр-т Косманавтов) ",80000
69.2177228,41.2916859,80.0,4,5,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",52000
69.2729933,41.2890324,65.0,3,3,4,Mirobod,"город Ташкент, Mirobod район, 1-й Нукусский проезд",65000
69.1959189,41.2573956,96.0,3,2,9,Chilonzor,"город Ташкент, Chilonzor район, Алмазар",65000
69.2898134,41.3052221,360.0,7,5,6,Yashnobod,"город Ташкент, Yashnobod район, Садыка Азимова",300000
69.2898134,41.3052221,60.0,2,4,5,Yashnobod,"город Ташкент, Yashnobod район, Садыка Азимова",70000
69.2773236,41.3245206,50.0,1,7,9,Yunusobod,"город Ташкент, Yunusobod район, Киёт",37500
69.3020656,41.3163152,200.0,5,1,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Асака",195000
69.275364,41.295316,61.0,2,6,9,Mirobod,"город Ташкент, Mirobod район, Госпитальный",52000
69.1789807,41.2867929,74.0,3,6,9,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 23-й квартал",43200
69.2177228,41.2916859,96.0,3,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",85000
69.2177228,41.2916859,90.0,3,10,12,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",63000
69.2177228,41.2916859,52.0,2,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",41000
69.2177228,41.2916859,140.0,5,4,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 5-й квартал",120000
69.2169777,41.2837307,52.0,2,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 4-й квартал",40000
69.223683,41.2855934,97.0,3,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 3-й квартал",130000
69.2785087,41.2991561,180.0,4,4,7,Mirobod,"город Ташкент, Mirobod район, Тарас Шевченко",210000
69.223683,41.2855934,45.0,2,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 3-й квартал",37500
69.2691667,41.3086111,80.0,3,2,4,Mirobod,"город Ташкент, Mirobod район, Цум",80000
69.223683,41.2807837,56.0,3,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",44500
69.2691667,41.3086111,40.0,1,3,4,Mirobod,"город Ташкент, Mirobod район, Цум",59500
69.223683,41.2807837,50.0,2,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",42500
69.2400734,41.2994958,70.0,2,5,7,Olmzor,"город Ташкент, Olmzor район, обводная  Нурафшон",43000
69.223683,41.2807837,29.0,1,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",26500
69.223683,41.2807837,62.0,3,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",47000
69.268476,41.2968147,75.0,3,7,9,Mirobod,"город Ташкент, Mirobod район, Кунаева",65000
69.3531692,41.2694532,87.0,2,4,6,Yashnobod,"город Ташкент, Yashnobod район, Чилонота",39150
69.2288981,41.2847707,64.0,2,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 1-й квартал",42200
69.1839655,41.2902787,67.0,3,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чупон-Ота",46000
69.275364,41.295316,119.0,4,6,9,Mirobod,"город Ташкент, Mirobod район, Госпитальный",84500
69.2087824,41.2948119,75.0,3,7,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",69000
69.3531692,41.2694532,84.0,3,6,6,Yashnobod,"город Ташкент, Yashnobod район, Чилонота",33600
69.223683,41.2855934,97.0,3,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 3-й квартал",130000
69.2785087,41.2991561,180.0,4,4,7,Mirobod,"город Ташкент, Mirobod район, Тарас Шевченко",210000
69.223683,41.2855934,45.0,2,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 3-й квартал",37500
69.2691667,41.3086111,80.0,3,2,4,Mirobod,"город Ташкент, Mirobod район, Цум",80000
69.223683,41.2807837,56.0,3,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",44500
69.2691667,41.3086111,40.0,1,3,4,Mirobod,"город Ташкент, Mirobod район, Цум",59500
69.223683,41.2807837,50.0,2,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",42500
69.2400734,41.2994958,70.0,2,5,7,Olmzor,"город Ташкент, Olmzor район, обводная  Нурафшон",43000
69.223683,41.2807837,29.0,1,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",26500
69.223683,41.2807837,62.0,3,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 2-й квартал",47000
69.268476,41.2968147,75.0,3,7,9,Mirobod,"город Ташкент, Mirobod район, Кунаева",65000
69.3531692,41.2694532,87.0,2,4,6,Yashnobod,"город Ташкент, Yashnobod район, Чилонота",39150
69.2288981,41.2847707,64.0,2,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 1-й квартал",42200
69.1839655,41.2902787,67.0,3,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чупон-Ота",46000
69.275364,41.295316,119.0,4,6,9,Mirobod,"город Ташкент, Mirobod район, Госпитальный",84500
69.2087824,41.2948119,75.0,3,7,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 7-й квартал",69000
69.3531692,41.2694532,84.0,3,6,6,Yashnobod,"город Ташкент, Yashnobod район, Чилонота",33600
69.223683,41.2807837,96.0,5,4,4,Olmzor,"город Ташкент, Olmzor район, Каракамыш квартал 2/4",51000
69.2773236,41.3653679,60.0,2,7,9,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 4-й квартал",63000
69.1968618,41.2829494,111.0,3,5,6,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",80000
69.2037311,41.3461242,102.0,3,2,7,Olmzor,"город Ташкент, Olmzor район, Фараби",74970
69.2368973,41.3141622,75.0,3,12,12,Shayhontohur,"город Ташкент, Shayhontohur район, Караташ",36000
69.2058023,41.2894422,110.0,3,4,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",100000
69.2058023,41.2894422,68.0,2,4,6,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 8-й квартал",68000
69.1576663,41.2821153,107.0,4,1,2,Uchtepa,"город Ташкент, Uchtepa район, Изза",60000
69.1576663,41.2821153,100.0,4,9,9,Uchtepa,"город Ташкент, Uchtepa район, 1-й проезд Изза",50000
69.2899884,41.246917,78.0,3,1,5,Sergeli,"город Ташкент, Sergeli район, Куйлюк 6-й квартал",49200
69.1576663,41.2821153,98.0,4,5,9,Uchtepa,"город Ташкент, Uchtepa район, 1-й проезд Изза",60700
69.3696992,41.3802576,43.0,2,1,2,Yunusobod,"город Ташкент, Yunusobod район, ТашГРЭС",24000
69.1566894,41.3178861,92.0,3,6,9,Uchtepa,"город Ташкент, Uchtepa район, Такачи",60000
69.3734238,41.3322873,86.0,3,9,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 4-й квартал",44000
69.1804708,41.259418,60.0,3,4,5,Chilonzor,"город Ташкент, Chilonzor район, Наккошлык",47000
69.2232092,41.3239567,132.0,4,4,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Элобод",87000
69.3675816,41.3576548,48.0,2,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Улица феруза",29500
69.2701272,41.3112269,90.0,3,5,9,Chilonzor,"город Ташкент, Chilonzor район, Шарк",52000
69.2701272,41.3112269,68.0,3,8,9,Chilonzor,"город Ташкент, Chilonzor район, Шарк",37500
69.1804708,41.2978921,48.0,2,2,4,Uchtepa,"город Ташкент, Uchtepa район, Гулистон",40000
69.3341149,41.3108224,64.0,2,7,9,Yashnobod,"город Ташкент, Yashnobod район, Ул.Паркентская",57000
69.1959189,41.2573956,92.0,3,5,9,Chilonzor,"город Ташкент, Chilonzor район, Алмазар",98000
69.245305,41.2933182,90.0,4,3,4,Yakkasaroy,"город Ташкент, Yakkasaroy район, Ракат махалля",89999
69.1871763,41.290141,88.0,4,5,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 13-й квартал",45000
69.3438785,41.3129727,83.0,3,6,16,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Авайхон",83000
69.3473509,41.3292204,38.0,1,3,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 4-й квартал",22000
69.2072923,41.262065,68.0,3,2,4,Chilonzor,"город Ташкент, Chilonzor район, Домбрабад",44000
69.1760005,41.2814223,95.0,4,2,9,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар 24-й квартал",70000
69.2261213,41.3390184,70.0,3,1,7,Olmzor,"город Ташкент, Olmzor район, Нурафшон",79000
69.293694,41.369675,68.0,3,2,4,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 1-й квартал",55000
69.1968618,41.2829494,50.0,2,2,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 10-й квартал",38500
69.1804708,41.2978921,100.0,4,3,12,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар-30 (Алгоритм-30) ",55000
69.1804708,41.2978921,95.0,4,2,5,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар-30 (Алгоритм-30) ",62000
69.3473509,41.3292204,60.0,2,3,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, м-в Феруза",35000
69.293391,41.314662,70.0,3,2,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",60000
69.3078679,41.3080076,48.0,2,2,3,Yashnobod,"город Ташкент, Yashnobod район, Ташсельмаш",31000
69.2773236,41.3653679,110.0,3,3,7,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 4-й квартал",110000
69.2922234,41.3104865,78.0,3,3,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, ц-1 Буюк ипак йули (Ц-1) ",120000
69.2922234,41.3104865,100.0,3,2,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, ц-1 Буюк ипак йули (Ц-1) ",130000
69.3473509,41.3292204,96.0,4,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район",83000
69.3473509,41.3292204,72.0,3,2,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район",65000
69.3473509,41.3292204,90.0,3,2,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район",58000
69.2785087,41.2991561,200.0,3,1,7,Mirobod,"город Ташкент, Mirobod район, Тараса Шевченко",320000
69.2916824,41.341492,95.0,3,2,4,Yunusobod,"город Ташкент, Yunusobod район, Бодомзор",62000
69.2937133,41.2758912,170.0,4,8,9,Mirobod,"город Ташкент, Mirobod район, ГОСПИТАЛЬНЫЙ(банковская)",95000
69.2985928,41.3196336,78.0,2,3,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, ДАРХАН(спец.план), Тамара Ханум",75000
69.2502778,41.2847222,100.0,3,5,5,Yakkasaroy,"город Ташкент, Yakkasaroy район, Парк ""БАБУР""(Аския базар)",100000
69.275364,41.295316,120.0,5,8,12,Mirobod,"город Ташкент, Mirobod район, ГОСПИТАЛЬНЫЙ",90000
69.2795931,41.2920483,200.0,5,8,9,Mirobod,"город Ташкент, Mirobod район, ОЙБЕК, ( Шох Мед. Центр )",125000
69.2786182,41.2960597,90.0,4,7,9,Mirobod,"город Ташкент, Mirobod район, ОЙБЕК ( 60 школа )",96000
69.2900702,41.2934028,125.0,4,9,9,Mirobod,"город Ташкент, Mirobod район, СЕВЕРНЫЙ ВОКЗАЛ",105000
69.2786182,41.2960597,75.0,3,9,9,Mirobod,"город Ташкент, Mirobod район, ОЙБЕК ( 60 школа )",79000
69.2750782,41.2897492,140.0,3,3,4,Yashnobod,"город Ташкент, Yashnobod район, НУКУССКАЯ",130000
69.2691667,41.3086111,100.0,2,8,9,Mirobod,"город Ташкент, Mirobod район, ЦУМ (Ц-7) ",145000
69.2582738,41.2892951,80.0,4,12,16,Yakkasaroy,"город Ташкент, Yakkasaroy район, пр-т Бабура",55000
69.2773236,41.3245206,68.0,3,4,4,Yunusobod,"город Ташкент, Yunusobod район, ц-5 Киёт (Ц-5) ",70000
69.298313,41.324301,152.0,3,5,8,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Новомосковкая",285000
69.154116,41.2630748,94.0,3,5,9,Uchtepa,"город Ташкент, Uchtepa район, Algaritm",85000
69.2810486,41.3714709,74.0,3,4,4,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад 8-й квартал",48000
69.2601933,41.2911414,55.0,2,4,5,Yakkasaroy,"город Ташкент, Yakkasaroy район, ШОТА РУСТАВЕЛИ",47000
69.2844476,41.2962915,90.0,4,2,4,Mirobod,"город Ташкент, Mirobod район, НУКУССКАЯ( Переушка)",105000
69.2638823,41.3051824,85.0,3,9,16,Yakkasaroy,"город Ташкент, Yakkasaroy район, МЕТРО КОСМОНАВТОВ",61000
69.2672056,41.2829754,80.0,3,8,10,Mirobod,"город Ташкент, Mirobod район, КИЧИК БЕШАГАЧ ( Ляби Хауз )",75000
69.2900702,41.2934028,79.0,2,1,2,Mirobod,"город Ташкент, Mirobod район, ГОСПИТАЛЬНЫЙ (Северный вокзал), офис",60000
69.2494578,41.2978698,70.0,3,1,4,Yakkasaroy,"город Ташкент, Yakkasaroy район, БЕШОГАЧ ( NEXT)",75000
69.2730715,41.2983828,120.0,3,10,10,Mirobod,"город Ташкент, Mirobod район, Ойбек",118000
69.2191177,41.3320029,69.0,3,1,9,Shayhontohur,"город Ташкент, Shayhontohur район, Tinchlik",45000
69.3235123,41.286283,120.0,5,7,9,Yashnobod,"город Ташкент, Yashnobod район, жилой комплекс Эльбек Yashnobod район",88000
69.1968618,41.2829494,46.0,2,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-10",45000
69.2946446,41.3125933,55.0,2,4,4,Uchtepa,"город Ташкент, Uchtepa район, экопарк Учтепинского района",35000
69.2288981,41.2847707,60.0,2,3,4,Olmzor,"город Ташкент, Olmzor район, Каракамыш квартал 1/3",36000
69.250422,41.331895,60.0,2,9,9,Olmzor,"город Ташкент, Olmzor район, Olmzor район массив Себзар",32900
69.3013967,41.3200874,120.0,4,2,6,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Дархан",120000
69.2475235,41.3333453,96.0,3,4,8,Shayhontohur,"город Ташкент, Shayhontohur район, Себза",105000
69.1804708,41.259418,100.0,4,2,9,Chilonzor,"город Ташкент, Chilonzor район, Бек-Тупи",63000
69.2996732,41.3587493,35.0,1,3,4,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад-2",18500
69.1840356,41.2730577,105.0,4,4,9,Chilonzor,"город Ташкент, Chilonzor район, Заргарлик",70000
69.3043864,41.2994942,18.0,1,2,4,Yashnobod,"город Ташкент, Yashnobod район, Машиносозлар",11000
69.2701272,41.3112269,94.0,4,3,9,Chilonzor,"город Ташкент, Chilonzor район, Шарк",66000
69.1692951,41.2879715,55.0,2,4,4,Uchtepa,"город Ташкент, Uchtepa район, Чиланзар-22",35000
69.3235746,41.3133669,75.0,3,8,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Паркент",41500
69.293391,41.314662,64.0,2,1,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",65000
69.2711001,41.2784172,100.0,3,3,7,Yakkasaroy,"город Ташкент, Yakkasaroy район, Тезиковая дача",128000
69.276825,41.2963881,105.0,3,7,8,Mirobod,"город Ташкент, Mirobod район, Чехова",95000
69.2981832,41.2466472,77.0,3,1,5,Sergeli,"город Ташкент, Sergeli район, Куйлюк 5-й квартал Sergeli район",85000
69.2368973,41.3141622,80.0,2,2,7,Shayhontohur,"город Ташкент, Shayhontohur район, Караташ",45000
69.293391,41.314662,54.0,2,3,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",46500
69.3689542,41.3326551,72.0,3,9,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Карасу 3-й квартал",34500
69.2942247,41.3180348,52.0,2,2,7,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, площадь Хамида Алимджана",42000
69.303611,41.322142,53.0,2,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Аккурган",37000
69.293391,41.314662,50.0,2,3,9,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",46500
69.2460335,41.2765672,30.0,1,1,4,Yakkasaroy,"город Ташкент, Yakkasaroy район, Яккасарой",31500
69.303611,41.322142,75.0,3,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Аккурган",68000
69.293391,41.314662,65.0,2,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буюк Ипак йули (Луначарское) ",60000
69.326185,41.324026,47.0,2,1,2,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Мухаммада Юсуфа (Дагестанская) ",41000
69.3419071,41.2922516,70.0,3,4,4,Yashnobod,"город Ташкент, Yashnobod район, Городок Авиастроителей 2-й квартал",42500
69.3230626,41.3215876,51.0,2,2,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",45000
69.3230626,41.3215876,51.0,2,2,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Буз-1 (Буз базар) ",47000
69.2500841,41.3312214,100.0,4,5,9,Shayhontohur,"город Ташкент, Shayhontohur район, Улица себзар 7",71000
69.2535719,41.2851776,43.5,1,2,7,Yakkasaroy,"город Ташкент, Yakkasaroy район, Yakkasaroy район улица Шота Руставели дом 122",28700
69.2552666,41.2818558,60.0,2,2,5,Yakkasaroy,"город Ташкент, Yakkasaroy район, Бабура",47000
69.2817965,41.3616967,82.0,4,4,5,Yunusobod,"город Ташкент, Yunusobod район, Ахмад Дониш",55000
69.3447348,41.3445193,45.0,2,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 1-й квартал",27500
69.3447348,41.3445193,54.0,2,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 1-й квартал",30000
69.3659745,41.294821,58.0,2,4,5,Yashnobod,"город Ташкент, Yashnobod район, Тузель 3-й квартал",36000
69.3635622,41.3483691,47.0,2,3,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, 3-й проезд Шуртепа",36500
69.3585936,41.3550649,60.0,2,2,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Феруза-2",37500
69.3635622,41.3483691,65.0,2,3,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, 3-й проезд Шуртепа",42000
69.2830443,41.2930698,85.0,3,5,9,Mirobod,"город Ташкент, Mirobod район, Массив Госпитальный",74000
69.3860684,41.34932,74.0,3,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Ахмад Югнакий",50000
69.2281531,41.210633,50.0,1,9,9,Sergeli,"город Ташкент, Sergeli район, Сергели-II",22907
69.1961168,41.271386,48.0,2,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар 17-й квартал",37000
69.3447348,41.3445193,68.0,3,2,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Городок Тракторостроителей 1-й квартал",57000
69.3456065,41.2984421,84.0,3,7,8,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, 1-й Паркентский проезд",75000
69.2922234,41.3104865,92.0,4,4,4,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, ц-1 Буюк ипак йули (Ц-1) ",130000
69.2761613,41.2855152,51.0,2,5,5,Mirobod,"город Ташкент, Mirobod район, 6-й проезд Мироншаха",50000
69.2601933,41.2911414,35.0,1,2,3,Yakkasaroy,"город Ташкент, Yakkasaroy район, Шота Руставели",34500
69.3014547,41.3194846,83.0,3,5,5,Mirzo Ulugbek,"город Ташкент, Mirzo Ulugbek район, Тамары Хонум",83000
69.1804708,41.259418,36.0,1,2,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар",26500
69.1961168,41.271386,42.0,1,2,9,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-17",25000
69.1804708,41.259418,50.0,2,4,5,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-4",34500
69.1804708,41.259418,35.0,1,4,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар",24500
69.1968618,41.2901628,50.0,2,1,4,Chilonzor,"город Ташкент, Chilonzor район, Чиланзар-9",35000
69.2646587,41.3683947,90.0,4,2,4,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад-6",48500
69.3101029,41.3667092,106.0,4,1,6,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад-17",106000
69.307123,41.3709551,78.0,3,7,9,Yunusobod,"город Ташкент, Yunusobod район, Юнусабад-14",38000
69.3200203,41.3196379,200.0,5,1,9,Olmzor,"город Ташкент, Olmzor район, Шифокорлар Шахарчаси",102000
